"location_id","location_name","parent_id","level","authority","facility_level","medical_bureaus","operational_status","ownership","private_facilities","public_facilities","reporting_status","path_to_top_parent","region_name","district_name","DLG_name","subcounty_name","latitude","longitude","geom_enhanced","facility_level_2","facility_type"
"LsWyXw1R4V0","Mabale NGO Health Centre II","tzIWNdJGfLJ",6,"UPMB","HC II","UPMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,JZhJ50nOirX,uCVQXAdKqL9,y1Y0SmOAxkn,tzIWNdJGfLJ,LsWyXw1R4V0","Tooro","Kamwenge District","Kamwenge DLG","Nkoma Subcounty",0.286228,30.56285,NA,"clinic","private"
"LtDBLapkQNB","Addy Domiciliary Clinic","oweSpFBNbmi",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,oweSpFBNbmi,LtDBLapkQNB","Kampala","Kampala District","Kampala City Council","Lubaga Division",0.3087385,32.5479178,1,"clinic","private"
"LtDzkJmtyiK","Zindiro Health Centre III","HchgzT5soyP",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,G0rlphd2tcD,aPhSZRinfbg,l9eQ6ILDQgK,HchgzT5soyP,LtDzkJmtyiK","Kigezi","Kisoro District","Kisoro Municipality","Northern Division",-1.268713,29.703113,NA,"clinic","gov_HC"
"Lu7D9BapOxL","Kashenshero Health Centre III","YXmA2I9pEgy",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,F1o6qBSx783,FLygHiUd2UW,agp7ptYqvxM,YXmA2I9pEgy,Lu7D9BapOxL","Ankole","Mitooma District","Mitooma DLG","Kashenshero Town Council",-0.632621,29.983645,NA,"clinic","gov_HC"
"LuCu9yEPE4M","St Edward Domiciliary (Lungujja)","oweSpFBNbmi",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,oweSpFBNbmi,LuCu9yEPE4M","Kampala","Kampala District","Kampala City Council","Lubaga Division",0.3013019,32.5481467,1,"clinic","private"
"LuEKO4AaQZZ","Chandaria Medical Clinic","kKEBeO1LL7S",6,"Private Authority","Clinic",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,kKEBeO1LL7S,LuEKO4AaQZZ","Kampala","Kampala District","Kampala City Council","Nakawa Division",0.313942,32.614898,NA,"clinic","private"
"LulU6pCpYAA","Sanyu Clinic Rubaga","oweSpFBNbmi",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,oweSpFBNbmi,LulU6pCpYAA","Kampala","Kampala District","Kampala City Council","Lubaga Division",0.283351,32.576766,NA,"clinic","private"
"Lv2hN8kFsyr","Nyabushabi Health Centre II","powsUW9bIIP",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,G0rlphd2tcD,zBIpPzKYFLp,QoGY8VJVUKi,powsUW9bIIP,Lv2hN8kFsyr","Kigezi","Kabale District","Kabale DLG","Kyanamira Subcounty",-1.236013,30.021574,NA,"clinic","gov_HC"
"LvFBfRqhgKN","Abirabira Health Centre II","R7ff2hyU6vl",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,r0GhWtmPHDj,QoRZB7xc3j9,YY2ZYdWRvtX,R7ff2hyU6vl,LvFBfRqhgKN","Teso","Kaberamaido District","Kaberamaido DLG","Aperkira Subcounty",1.705733,33.213541,NA,"clinic","gov_HC"
"Lw5bQ2U3VQQ","St. Micheal Medical Centre (Nakawa)","kKEBeO1LL7S",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,kKEBeO1LL7S,Lw5bQ2U3VQQ","Kampala","Kampala District","Kampala City Council","Nakawa Division",0.3333915,32.642102,1,"clinic","private"
"Lw8YR0FJdCr","Lefori Health Centre III","cw554UdACJe",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,BD3XaQ7cQAp,W0kQBddyGyh,sPcuCbMUPsy,cw554UdACJe,Lw8YR0FJdCr","West Nile","Moyo District","Moyo DLG","Lefori Town Council",3.584737,31.58389,NA,"clinic","gov_HC"
"LwODrFWsUAR","Ishongororo Health Centre IV","ZHfJLqSYMkD",6,"Local Government","HC IV",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,F1o6qBSx783,r8WLxW9JwsS,uezSGSB5rOP,ZHfJLqSYMkD,LwODrFWsUAR","Ankole","Ibanda District","Ibanda DLG","Ishongororo Town Council",0.048834,30.498044,NA,"clinic","gov_HC"
"LwWSESHgpI3","Buni Orthopaedic Clinic","aQbUr8vlhmm",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,SQWtI329oDj,aQbUr8vlhmm,LwWSESHgpI3","South Buganda","Wakiso District","Makindye Ssabagabo Municipality","Bunamwaya Division",0.245788,32.552631,NA,"clinic","private"
"LwjvSxyQN4J","Obangatwero Clinic","FjaBJw5pfW8",6,"Private Authority","Clinic",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,SUvODYOcaVf,S5fvUXgY54J,tBL1F0kqlgU,FjaBJw5pfW8,LwjvSxyQN4J","Acholi","Omoro District","Omoro DLG","Bobi Subcounty",2.5576457,32.3568035,1,"clinic","private"
"LxIzdSisWRN","Gbari Health Centre III","aCaPqIkvV2s",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,BD3XaQ7cQAp,W0kQBddyGyh,sPcuCbMUPsy,aCaPqIkvV2s,LxIzdSisWRN","West Nile","Moyo District","Moyo DLG","Metu Subcounty",3.779164,31.807761,NA,"clinic","gov_HC"
"LxrRzrhlAGE","Kihani Health Centre III","YI1W2cHvMEF",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,F1o6qBSx783,r8WLxW9JwsS,uezSGSB5rOP,YI1W2cHvMEF,LxrRzrhlAGE","Ankole","Ibanda District","Ibanda DLG","Kikyenkye Subcounty",-0.178335,30.559078,NA,"clinic","gov_HC"
"LyLGviLyF8C","Masters medical Centre","LYuMx5oPsR5",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,LYuMx5oPsR5,LyLGviLyF8C","Kampala","Kampala District","Kampala City Council","Kawempe Division",0.3751952,32.5754096,1,"clinic","private"
"LyUOH3aGCga","Pakanyi Health Centre III","OOoyWm1xvfG",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,yx0ieyZNF0l,xr8EMirOASp,w5WItSAsgK0,OOoyWm1xvfG,LyUOH3aGCga","Bunyoro","Masindi District","Masindi DLG","Miirya Subcounty",1.766045,31.78215,NA,"clinic","gov_HC"
"LyZe2URZbnU","God's Care Medical Health Centre II","v4SsBMVYOWo",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,JZhJ50nOirX,O9MoQcpZ4uA,kF9DuEul26l,v4SsBMVYOWo,LyZe2URZbnU","Tooro","Kyenjojo District","Kyenjojo DLG","Kyenjojo Town Council",0.6129286,30.6480094,1,"clinic","private"
"Lyd040RjHYd","Bukalasi Health Centre III","CjVML3u4v4O",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dt6qdenPX1E,AhwgeZQYj16,rNv2tm46tR1,CjVML3u4v4O,Lyd040RjHYd","Bugisu","Bududa District","Bududa DLG","Bukalasi Subcounty",1.006896,34.401177,NA,"clinic","gov_HC"
"Lz3AalNYjUp","Bucence Health Centre II","m1aZdsy6aOH",6,"Private Authority","HC II",NA,"Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,G0rlphd2tcD,tugqr4dY6wq,sfRQ45Yk0K7,m1aZdsy6aOH,Lz3AalNYjUp","Kigezi","Rukungiri District","Rukungiri DLG","Nyakagyeme Subcounty",-0.808412,29.893871,NA,"clinic","private"
"Lz5IMmqsLcZ","Bubare Health Centre III","acn3ftJPbXb",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,G0rlphd2tcD,wZrfAgC3WrU,MwwVKtOopCJ,acn3ftJPbXb,Lz5IMmqsLcZ","Kigezi","Rubanda District","Rubanda DLG","Bubaare Town Council",-1.219733,29.945734,NA,"clinic","gov_HC"
"LzD00HGGX1i","Kigezi Biomedical Laboratories","zNdkt1W9dcu",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,zNdkt1W9dcu,LzD00HGGX1i","Kampala","Kampala District","Kampala City Council","Central Division",0.3133896,32.5809203,1,"clinic","private"
"LzGj85cv2nZ","Kibengo Health Centre III","hnrm4ibfoTk",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,q7rZrDhZMDi,hnrm4ibfoTk,LzGj85cv2nZ","North Buganda","Luwero District","Luwero DLG","Kikyusa Subcounty",0.861811,32.750178,NA,"clinic","gov_HC"
"M06hgn1RQW3","Pedok Domicillian Clinic","kKEBeO1LL7S",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,kKEBeO1LL7S,M06hgn1RQW3","Kampala","Kampala District","Kampala City Council","Nakawa Division",0.335773,32.639669,NA,"clinic","private"
"M0S2rU9bX5A","Nakawa Medical Clinic","kKEBeO1LL7S",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,kKEBeO1LL7S,M0S2rU9bX5A","Kampala","Kampala District","Kampala City Council","Nakawa Division",0.3482451,32.6661193,1,"clinic","private"
"M0wY5q1DCPh","Tuzimbe Health Centre IV","CPZioDtBpZV",6,"UCBHCA","HC IV",NA,"Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,IEU0FjDAhBP,bIONCoCnt3Q,gv0Df6Q2esx,CPZioDtBpZV,M0wY5q1DCPh","South Buganda","Masaka District","Masaka DLG","Kyanamukaaka Subcounty",NA,NA,NA,"clinic","private"
"M1T2kR9PYXj","Bugobi Health Centre II","MzHx79UsWAd",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Wd1lV9Qdj4o,esIUe2tQAtL,gnqYd8Ql7Fj,MzHx79UsWAd,M1T2kR9PYXj","Busoga","Namutumba District","Namutumba DLG","Bulange Subcounty",0.713496,33.776254,NA,"clinic","gov_HC"
"M1gNrPUWx6O","Jesse Health Centre III","UFKxdFvoF43",6,"Private Authority","HC III",NA,"Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,JZhJ50nOirX,m77oR1YJESj,kHG13LHGJKh,UFKxdFvoF43,M1gNrPUWx6O","Tooro","Kabarole District","Kabarole DLG","Kijura Town Council",NA,NA,NA,"clinic","private"
"M1mMjZQziEs","Obofia Health Centre II","tCZdPKDe7ik",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,BD3XaQ7cQAp,bJgx6UjvyoP,cduKXXs4CH2,tCZdPKDe7ik,M1mMjZQziEs","West Nile","Terego District","Terego DLG","Leju Town Council",3.201489,31.085219,NA,"clinic","gov_HC"
"M228cqQk9C9","Foso Health Care Clinic","yYNanzdXzAk",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,Dl9WvtvDs5V,GLHh0BXys9w,I69N3StI5N7,yYNanzdXzAk,M228cqQk9C9","North Buganda","Kiboga District","Kiboga DLG","Nkandwa Subcounty",0.806962,31.78251,NA,"clinic","private"
"M2AzPjEms5H","Kahengye Health Centre II","sU5AJUzvx6L",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,G0rlphd2tcD,tugqr4dY6wq,sfRQ45Yk0K7,sU5AJUzvx6L,M2AzPjEms5H","Kigezi","Rukungiri District","Rukungiri DLG","Kebison Town Council",-0.83015,30.044476,NA,"clinic","gov_HC"
"M2Es7QYNu3D","All Saints Puranga HC II","CyUUpNIQ98L",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Non-Reporting","akV6429SUqu,SUvODYOcaVf,aBrjuZk0W31,GGCkDuPXAJm,CyUUpNIQ98L,M2Es7QYNu3D","Acholi","Pader District","Pader DLG","Puranga Subcounty",2.616332,32.942169,NA,"clinic","gov_HC"
"M3t0BG3vSjH","Bukemba Health Care Health Centre III","a3qYnKHnulG",6,"Private Authority","HC III",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Jh70HJqgBFh,a3qYnKHnulG,M3t0BG3vSjH","South Buganda","Wakiso District","Nansana Municipality","Busukuma Division",0.4797057,32.5950409,1,"clinic","private"
"M4MwhMwJhKx","Lyama Health Centre III","x1pXt0JxGbK",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,QBPg7KKCeoA,Oyxwe3iDqpR,QFTN6ZP2xBL,x1pXt0JxGbK,M4MwhMwJhKx","Bukedi","Kibuku District","Kibuku DLG","Kakutu Subcounty",1.083922,33.894437,NA,"clinic","gov_HC"
"M4Ri7f0xJ62","Angelina General Clinic","aQbUr8vlhmm",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,SQWtI329oDj,aQbUr8vlhmm,M4Ri7f0xJ62","South Buganda","Wakiso District","Makindye Ssabagabo Municipality","Bunamwaya Division",0.25517,32.561594,NA,"clinic","private"
"M4Slun1AWpx","Oreku Health Centre II","BCouHSvE41D",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,BD3XaQ7cQAp,iQTVPmAJPkr,DUu6g6xpn1e,BCouHSvE41D,M4Slun1AWpx","West Nile","Arua City","Arua City Council","Ayivu Division",3.062946,30.928892,NA,"clinic","gov_HC"
"M4jZ70H1wQS","Ssuubi Health Centre (Mutundwe)","oweSpFBNbmi",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,oweSpFBNbmi,M4jZ70H1wQS","Kampala","Kampala District","Kampala City Council","Lubaga Division",0.2896178,32.5369534,1,"clinic","private"
"M4pQn1xAHpt","K.K Clinic","z7zg0AlCyHn",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,F1o6qBSx783,UaR7OHycj8c,MA7wxJY7qnn,z7zg0AlCyHn,M4pQn1xAHpt","Ankole","Isingiro District","Isingiro DLG","Kaberebere Town Council",-0.692576,30.694282,NA,"clinic","private"
"M5345bsh4Nw","Bukolooto Health Centre","CDtQkwtnyAH",6,"Private Authority","Clinic",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,QXhS8g7mb0G,CDtQkwtnyAH,M5345bsh4Nw","North Buganda","Kayunga District","Kayunga DLG","Kayunga Town Council",0.6873117,32.9113635,1,"clinic","private"
"M57u0nsLcIv","Guardian Cinic","vhabQS0hUcP",6,"Private Authority","Clinic",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,Wd1lV9Qdj4o,aJR2ZxSH7g4,wON7sLxpJn3,vhabQS0hUcP,M57u0nsLcIv","Busoga","Jinja District","Jinja DLG","Buwenge Town Council",0.6504113,33.1745097,1,"clinic","private"
"M5Knj3O3NRa","Jj Clinic","GohrmmbKC1I",6,"Private Authority","Clinic",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,IEU0FjDAhBP,KJkbK1YhjFb,bpHKNqEjSlI,GohrmmbKC1I,M5Knj3O3NRa","South Buganda","Masaka City","Masaka City Council","Nyendo-Mukungwe Division",-0.3426613,31.7368813,1,"clinic","private"
"M5YKLYHpU1v","Mutema Health Centre II","gvrKZ1wFDGc",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,SUvODYOcaVf,C0RSe3EWBqU,LXM3yaaPjlR,gvrKZ1wFDGc,M5YKLYHpU1v","Acholi","Amuru District","Amuru DLG","Layima Subcounty",2.881456,31.872985,NA,"clinic","gov_HC"
"M5caUvrHw5q","Kibalinga Health Centre III","atQIWPlJi3f",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dl9WvtvDs5V,lzWuB6bCQeV,aA4KihJedni,atQIWPlJi3f,M5caUvrHw5q","North Buganda","Mubende District","Mubende DLG","Kibalinga Subcounty",0.497204,31.28323,NA,"clinic","gov_HC"
"M6qnxgpeCA4","Iganga Town Council Health Centre III","HzudJ19fruU",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Wd1lV9Qdj4o,oNxpMjveyZt,zdG5QJIQxzr,HzudJ19fruU,M6qnxgpeCA4","Busoga","Iganga District","Iganga Municipality","Northern Division",0.616044,33.479734,NA,"clinic","gov_HC"
"M7IdNzIwa32","Budhatemwa Health Centre II","ipwsQpJqSTw",6,"UPMB","HC II","UPMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,Wd1lV9Qdj4o,oyygQ2STBST,AlZbJReKgWa,ipwsQpJqSTw,M7IdNzIwa32","Busoga","Kamuli District","Kamuli DLG","Kitayunjwa Subcounty",0.839411,33.158016,NA,"clinic","private"
"M7RLcStmJql","St. Kizito Natyole Health Centre III","UjBiSizjDEE",6,"UCMB","HC III","UCMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,Dl9WvtvDs5V,tr9XWtYsL5P,q7rZrDhZMDi,UjBiSizjDEE,M7RLcStmJql","North Buganda","Luwero District","Luwero DLG","Busiika Town Council",0.601929,32.672893,NA,"clinic","private"
"M7knA0XD16u","Irimya Health Centre II","EmP1TgdHCnS",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,F1o6qBSx783,r8WLxW9JwsS,uezSGSB5rOP,EmP1TgdHCnS,M7knA0XD16u","Ankole","Ibanda District","Ibanda DLG","Kicuzi Subcounty",-0.143174,30.279139,NA,"clinic","gov_HC"
"M7tiIM1ooRV","Healthy Mart Clinic","LYuMx5oPsR5",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,LYuMx5oPsR5,M7tiIM1ooRV","Kampala","Kampala District","Kampala City Council","Kawempe Division",0.3891148,32.592799,1,"clinic","private"
"M7xUX14enRA","Anyavu Health Centre II","HEXRFkHHTnV",6,"UPMB","HC II","UPMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,BD3XaQ7cQAp,WcB3kLlgRTb,Rr2sBlBjuIN,HEXRFkHHTnV,M7xUX14enRA","West Nile","Arua District","Arua DLG","Logiri Subcounty",2.674565,30.86062,NA,"clinic","private"
"M85HoV8pnUM","Pakadha Health Centre III","xT38Pbk8s4j",6,"UCBHCA","HC III",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,BD3XaQ7cQAp,A4aGXEfdb8P,Jbvmkz8R3Rq,xT38Pbk8s4j,M85HoV8pnUM","West Nile","Zombo District","Zombo DLG","Abanga Subcounty",2.392464,30.920134,NA,"clinic","private"
"M864p5iRGub","Adakun Health Centre II","PNnzRWEmz8V",6,"UPMB","HC II","UPMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,r0GhWtmPHDj,TM6ccNxawqy,KWYSARiDNvH,PNnzRWEmz8V,M864p5iRGub","Teso","Amuria District","Amuria DLG","Orungo Subcounty",2.079925,33.431588,NA,"clinic","private"
"M89X2hx66u3","Kamirampango Health Centre II","ajkzjPlcCwo",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dl9WvtvDs5V,aUcYGQCK9ub,X623tTvpTCJ,ajkzjPlcCwo,M89X2hx66u3","North Buganda","Nakasongola District","Nakasongola DLG","Kalongo Subcounty",1.218782,32.760043,NA,"clinic","gov_HC"
"M8DBbHXqZuI","Kyeyindula Health Centre II","aGcAkfwodXH",6,"Local Government","HC II",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Dl9WvtvDs5V,aUcYGQCK9ub,X623tTvpTCJ,aGcAkfwodXH,M8DBbHXqZuI","North Buganda","Nakasongola District","Nakasongola DLG","Kakooge Subcounty",1.078375,32.526057,NA,"clinic","gov_HC"
"M8XXoADQoSK","Mk Clinic","oweSpFBNbmi",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,oweSpFBNbmi,M8XXoADQoSK","Kampala","Kampala District","Kampala City Council","Lubaga Division",0.276121,32.565182,NA,"clinic","private"
"M8hfqf9VtRV","Koboko Prisons Health Centre II","aAUXnkGhy5i",6,"UPS","HC II",NA,"Functional","GOV",NA,"UPS","Reporting","akV6429SUqu,BD3XaQ7cQAp,iqsaGItA68C,k89bNptbrRE,aAUXnkGhy5i,M8hfqf9VtRV","West Nile","Koboko District","Koboko Municipality","Southern Division",3.4049993,30.9559017,1,"clinic","gov_HC"
"M8mSJi1Qcah","Ibuje Health Centre III","JM1yvYP6N1C",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,H5AXejJfo4r,JM1yvYP6N1C,M8mSJi1Qcah","Lango","Apac District","Apac DLG","Ibuje Town Council",1.897859,32.378492,NA,"clinic","gov_HC"
"MAH7X3G7Bfi","Mutumba Health Centre III","pckcMbbTzqt",6,"Local Government","HC III",NA,"Functional","GOV",NA,"Local Government","Reporting","akV6429SUqu,Wd1lV9Qdj4o,Ut0ysYGEipO,MnsahChNmyU,pckcMbbTzqt,MAH7X3G7Bfi","Busoga","Namayingo District","Namayingo DLG","Mutumba Town Council",0.270124,33.791676,NA,"clinic","gov_HC"
"MAefu6c5oR4","Mukama Clinic","oweSpFBNbmi",6,"Private Authority","HC II",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,oweSpFBNbmi,MAefu6c5oR4","Kampala","Kampala District","Kampala City Council","Lubaga Division",0.324781,32.560242,NA,"clinic","private"
"MAvQEQLvOdl","Ngariam COU Health Centre II","B4c4U2wA0w0",6,"UPMB","HC II","UPMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,r0GhWtmPHDj,cSrCFjPKqcG,E2qrHScnWb8,B4c4U2wA0w0,MAvQEQLvOdl","Teso","Katakwi District","Katakwi DLG","Palam Subcounty",1.951882,34.096376,NA,"clinic","private"
"MBib7IVy8UO","Mukisa Orthopedic Clinic","LYuMx5oPsR5",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,LYuMx5oPsR5,MBib7IVy8UO","Kampala","Kampala District","Kampala City Council","Kawempe Division",0.348085,32.56787,NA,"clinic","private"
"MBn7aFC3OAv","Yumbe Police Health Centre II","Q1zNSRAbxjf",6,"UPF","HC II",NA,"Functional","GOV",NA,"UPF","Reporting","akV6429SUqu,BD3XaQ7cQAp,W1JM2Qdhcv3,ntivgeuo9La,Q1zNSRAbxjf,MBn7aFC3OAv","West Nile","Yumbe District","Yumbe DLG","Yumbe Town Council",3.469621,31.246205,NA,"clinic","gov_HC"
"MC86TzhBlKl","URO Care Hospital","h7rS7d8M2jI",6,"Private Authority","General Hospital",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Jh70HJqgBFh,h7rS7d8M2jI,MC86TzhBlKl","South Buganda","Wakiso District","Nansana Municipality","Nansana Division",0.353566,32.535366,NA,"hospital","private_hosp"
"MCBSWfPZnJH","LY Medical Centre","abHXswMdUC4",6,"Private Authority","HC III",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,IEU0FjDAhBP,YMMexeHFUay,cloKnT9R95J,abHXswMdUC4,MCBSWfPZnJH","South Buganda","Mpigi District","Mpigi DLG","Mpigi Town Council",0.3520476,32.3219393,1,"clinic","private"
"MCINxbcloSa","Mirembe Clinic (Lukuli)","FbuhMjEaMXt",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,R1tKznhbbIx,FbuhMjEaMXt,MCINxbcloSa","Kampala","Kampala District","Kampala City Council","Makindye Division",0.2795995,32.6030151,1,"clinic","private"
"MCjLfn7DefB","Shared love Clinic","rszge7AiRvs",6,"Private Authority","Clinic",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,Dl9WvtvDs5V,a0DfYpC2Rwl,I1H4rfDIIpX,rszge7AiRvs,MCjLfn7DefB","North Buganda","Mukono District","Mukono DLG","Nakifuma-Naggalama Town Council",0.2835476,32.7633036,1,"clinic","private"
"MDGlMTj9UbK","Jonathan Medical Centre","CDtQkwtnyAH",6,"Private Authority","Clinic",NA,"Functional","PFP","PFP",NA,"Reporting","akV6429SUqu,Dl9WvtvDs5V,ykxQEnZGXkj,QXhS8g7mb0G,CDtQkwtnyAH,MDGlMTj9UbK","North Buganda","Kayunga District","Kayunga DLG","Kayunga Town Council",0.702007,32.902674,NA,"clinic","private"
"MDbjlGxazdQ","St. Franciska Makonje Health Centre II","iYyORXQ8Z6h",6,"UCMB","HC II","UCMB","Functional","PNFP","PNFP",NA,"Reporting","akV6429SUqu,F1o6qBSx783,auswb7JO9wY,KJBHOnBfzTz,iYyORXQ8Z6h,MDbjlGxazdQ","Ankole","Mbarara District","Mbarara DLG","Rubaya Subcounty",-0.460818,30.654708,NA,"clinic","private"
"MERzfNQszzj","Expro Family Clinic","h7rS7d8M2jI",6,"Private Authority","HC III",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,Jh70HJqgBFh,h7rS7d8M2jI,MERzfNQszzj","South Buganda","Wakiso District","Nansana Municipality","Nansana Division",0.359117,32.536566,NA,"clinic","private"
"MFE5BuJU8iH","Mukwano Health Health Centre II","z9UtbSArut7",6,"Private Authority","HC II",NA,"Non-Functional","PFP","PFP",NA,"Non-Reporting","akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,jzNvCTo4a6g,z9UtbSArut7,MFE5BuJU8iH","South Buganda","Wakiso District","Wakiso DLG","Kyengera Town Council",0.277228,32.490703,NA,"clinic","private"
